Attr_For,Font_Size,Font_Weight,Is_Text,Nearest_Color,Nearest_Bg_Color,Distance_From_Input,Class
1.0,0.625,0.0,1.0,grey,black,0.3615,None
1.0,0.5,0.0,1.0,grey,black,0.003,None
1.0,0.2857,0.0,1.0,red,black,0.0212,None
0.0,0.1875,1.0,1.0,grey,black,0.0375,None
1.0,0.0,0.0,1.0,grey,black,0.033,None
1.0,0.4167,0.0,1.0,red,black,0.0148,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
0.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0041,None
1.0,0.1176,0.0,1.0,grey,black,0.0109,None
0.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0042,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.003,None
1.0,0.1176,0.0,1.0,red,black,0.0039,None
0.0,0.1176,0.0,1.0,grey,black,0.0039,None
0.0,0.5,0.0,1.0,grey,black,0.003,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0042,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.003,None
1.0,0.1176,0.0,1.0,red,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
0.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,red,black,0.0039,None
0.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0041,None
1.0,0.1176,0.0,1.0,red,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
0.0,0.1176,0.0,1.0,red,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,red,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0041,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
0.0,0.5,0.0,1.0,grey,black,0.003,None
1.0,0.1176,0.0,1.0,red,black,0.0039,None
1.0,0.1176,0.0,1.0,red,black,0.0044,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0035,None
0.0,0.0,0.0,1.0,white,black,0.0128,None
0.0,0.6667,1.0,1.0,white,black,0.0789,None
0.0,0.6667,1.0,1.0,white,black,0.0868,None
0.0,0.5417,0.0,1.0,white,black,0.0554,None
0.0,0.0,0.0,1.0,white,black,0.0128,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
0.0,0.5417,0.0,1.0,white,black,0.0554,None
0.0,0.0,0.0,1.0,white,black,0.0141,None
0.0,0.0,0.0,1.0,white,black,0.0128,None
0.0,0.5417,0.0,1.0,white,black,0.0491,None
0.0,0.5417,0.0,1.0,white,black,0.0491,None
0.0,0.0,0.0,1.0,white,black,0.073,None
0.0,0.5417,0.0,1.0,white,black,0.0466,None
0.0,0.5417,0.0,1.0,white,black,0.0491,None
0.0,0.0,0.0,1.0,white,black,0.0128,None
0.0,0.0,0.0,1.0,white,black,0.0141,None
0.0,0.5,0.0,1.0,grey,black,0.0031,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,red,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0038,None
1.0,0.1176,0.0,1.0,red,black,0.0039,None
1.0,0.1176,0.0,1.0,red,black,0.0039,None
0.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0117,None
0.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0039,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0037,None
1.0,0.1176,0.0,1.0,grey,black,0.0035,None
0.0,0.5,0.0,1.0,grey,black,0.003,None
1.0,0.2105,0.0,1.0,grey,black,0.0028,None
1.0,0.1176,0.0,1.0,grey,black,0.0033,None
1.0,0.1176,0.0,1.0,grey,black,0.003,None
1.0,0.0,0.0,1.0,grey,black,0.0263,None
1.0,0.0,0.0,1.0,grey,black,0.033,None
1.0,0.0,0.0,1.0,grey,black,0.0263,None
1.0,0.0,0.0,1.0,grey,black,0.0263,None
1.0,0.2857,0.0,1.0,red,black,0.0212,None
1.0,0.0,0.0,1.0,grey,black,0.033,None
1.0,0.0,0.0,1.0,grey,black,0.0263,None
1.0,0.25,0.0,1.0,grey,black,0.0381,None
1.0,0.0,0.0,1.0,grey,black,0.0263,None
1.0,0.2857,0.0,1.0,grey,black,0.0212,None
1.0,0.0,0.0,1.0,grey,black,0.0263,None
1.0,0.375,0.0,1.0,red,black,0.0225,None
1.0,0.0,0.0,1.0,grey,black,0.0263,None
0.0,0.5833,0.0,1.0,white,black,0.1276,None
1.0,0.0,0.0,1.0,grey,black,0.0188,None
0.0,0.0,0.0,1.0,grey,black,0.0469,None
1.0,0.375,0.0,1.0,red,black,0.0234,None
1.0,0.375,0.0,1.0,red,black,0.0225,None
1.0,0.0,0.0,1.0,grey,black,0.0263,None
0.0,0.4167,1.0,1.0,grey,black,0.0216,None
1.0,0.2857,0.0,1.0,grey,black,0.0188,None
1.0,0.2857,0.0,1.0,red,black,0.0212,None
1.0,0.0,0.0,1.0,grey,black,0.0889,None
1.0,0.2857,0.0,1.0,grey,black,0.0212,None
1.0,0.2857,0.0,1.0,grey,black,0.0212,None
0.0,0.0,0.0,1.0,grey,black,0.0711,None
1.0,0.0,0.0,1.0,grey,black,0.0263,None
1.0,0.0,0.0,1.0,grey,black,0.0578,None
1.0,0.2857,0.0,1.0,red,black,0.0212,None
0.0,0.1875,1.0,1.0,grey,black,0.0375,None
1.0,0.25,0.0,1.0,grey,black,0.0381,None
1.0,0.0,0.0,1.0,grey,black,0.0578,None
1.0,0.0,0.0,1.0,grey,black,0.0578,None
1.0,0.0,0.0,1.0,grey,black,0.0578,None
0.0,0.4167,1.0,1.0,grey,black,0.0216,None
1.0,0.0,0.0,1.0,grey,black,0.0263,None
0.0,0.0,0.0,1.0,grey,black,0.0648,None
1.0,0.0,0.0,1.0,grey,black,0.0263,None
1.0,0.2857,0.0,1.0,grey,black,0.0212,None
1.0,0.0,0.0,1.0,grey,black,0.0263,None
0.0,0.0,0.0,1.0,grey,black,0.0648,None
1.0,0.2857,0.0,1.0,grey,black,0.0246,None
1.0,0.2857,0.0,1.0,grey,black,0.0246,None
1.0,0.2857,0.0,1.0,grey,black,0.0246,None
1.0,0.25,0.0,1.0,grey,black,0.0381,None
1.0,0.375,0.0,1.0,grey,black,0.0225,None
0.0,0.0,0.0,1.0,grey,black,0.0427,None
1.0,0.0,0.0,1.0,grey,black,0.0381,None
1.0,0.25,0.0,1.0,grey,black,0.0381,None
0.0,0.0,0.0,1.0,grey,black,0.0427,None
1.0,0.2857,0.0,1.0,grey,black,0.0246,None
1.0,0.0,0.0,1.0,grey,black,0.0381,None
1.0,0.0,0.0,1.0,grey,black,0.0381,None
0.0,0.4167,1.0,1.0,grey,black,0.0216,None
1.0,0.2857,0.0,1.0,grey,black,0.0246,None
0.0,0.0,0.0,1.0,grey,black,0.0427,None
1.0,0.0,0.0,1.0,grey,black,0.0381,None
1.0,0.0,0.0,1.0,grey,black,0.0381,None
0.0,0.0,0.0,1.0,grey,black,0.0427,None
1.0,0.0,0.0,1.0,grey,black,0.0381,None
1.0,0.0,0.0,1.0,grey,black,0.0381,None
1.0,0.1176,0.0,1.0,grey,black,0.003,None
1.0,0.2857,0.0,1.0,grey,black,0.0176,None
0.0,0.4167,1.0,1.0,grey,black,0.0216,None
0.0,0.5833,0.0,1.0,white,black,0.026000000000000002,None
1.0,0.2857,0.0,1.0,grey,black,0.0176,None
1.0,0.2857,0.0,1.0,grey,black,0.0246,None
1.0,0.2857,0.0,1.0,grey,black,0.0246,None
1.0,0.2857,0.0,1.0,grey,black,0.0246,None
1.0,0.2857,0.0,1.0,grey,black,0.0246,None
1.0,0.0,0.0,1.0,grey,black,0.0188,None
0.0,0.1875,1.0,1.0,grey,black,0.0216,None
1.0,0.2857,0.0,1.0,grey,black,0.0246,None
1.0,0.2857,0.0,1.0,grey,black,0.0246,None
