Attr_For,Font_Size,Font_Weight,Is_Text,Nearest_Color,Nearest_Bg_Color,Distance_From_Input,Class
0.0,0.2857,0.0,0.0,grey,black,0.0,None
0.0,0.2857,0.0,0.0,grey,black,0.1503,None
0.0,0.1429,0.0,1.0,grey,black,0.0429,None
0.0,0.1429,0.0,1.0,grey,black,0.0414,None
0.0,0.1429,0.0,1.0,grey,black,0.0432,None
0.0,0.2857,0.0,1.0,grey,black,0.0641,None
0.0,0.2857,0.0,1.0,grey,black,0.0641,None
0.0,0.2857,0.0,1.0,grey,black,0.0795,None
0.0,0.5714,0.0,0.0,white,black,0.0217,None
0.0,0.2857,0.0,0.0,grey,black,0.0017,None
0.0,0.2857,0.0,0.0,grey,black,0.0053,None
0.0,0.2857,0.0,0.0,grey,black,0.1002,None
0.0,0.2857,0.0,0.0,grey,black,0.0033,None
0.0,0.2857,0.0,0.0,grey,black,0.0016,None
0.0,0.2857,0.0,0.0,grey,black,0.1129,None
0.0,0.2857,0.0,0.0,grey,black,0.0036,None
0.0,0.2857,0.0,0.0,grey,black,0.1002,None
0.0,0.381,0.5,0.0,grey,black,0.1137,None
0.0,0.2857,0.0,0.0,grey,black,0.1129,None
0.0,0.2857,0.0,0.0,grey,black,0.0017,None
0.0,0.2857,0.0,0.0,grey,black,0.0786,None
0.0,0.2857,0.0,0.0,grey,black,0.0036,None
0.0,0.2857,0.0,0.0,grey,black,0.1272,None
0.0,0.2857,0.0,0.0,grey,black,0.022000000000000002,None
0.0,0.2857,0.25,0.0,grey,black,0.013000000000000001,None
0.0,0.2857,0.0,0.0,grey,black,0.1129,None
0.0,0.2857,0.25,0.0,grey,black,0.0365,None
0.0,0.2857,0.0,0.0,grey,black,0.0028,None
0.0,0.2857,0.0,0.0,grey,black,0.1569,None
0.0,0.381,0.25,0.0,grey,black,0.0732,None
0.0,0.2857,0.0,0.0,grey,black,0.0,None
0.0,0.2857,0.0,0.0,grey,black,0.0033,None
0.0,0.2857,0.0,0.0,grey,black,0.1002,None
0.0,0.2857,0.0,0.0,grey,black,0.0,None
0.0,0.2857,0.0,0.0,grey,black,0.0632,None
0.0,0.5714,0.0,0.0,white,black,0.0213,None
0.0,0.2857,0.25,0.0,grey,black,0.1256,None
0.0,0.1429,0.0,0.0,grey,black,0.0139,None
0.0,0.2857,0.0,0.0,grey,black,0.0017,None
0.0,0.2857,0.0,0.0,grey,black,0.1129,None
0.0,0.2857,0.0,0.0,grey,black,0.1002,None
0.0,0.2857,0.0,0.0,grey,black,0.0259,None
0.0,0.381,0.5,0.0,grey,black,0.0033,None
0.0,0.2857,0.0,0.0,grey,black,0.0036,None
0.0,0.2857,0.25,0.0,grey,black,0.0216,None
0.0,0.2857,0.0,0.0,grey,black,0.0786,None
0.0,0.2857,0.0,0.0,grey,black,0.0265,None
0.0,0.1429,0.0,0.0,grey,black,0.1002,None
0.0,0.1429,0.0,0.0,grey,black,0.1002,None
0.0,0.381,0.25,0.0,grey,black,0.0072,None
0.0,0.2857,0.0,0.0,grey,black,0.0017,None
0.0,0.2857,0.0,0.0,grey,black,0.1129,None
0.0,0.2857,0.0,0.0,grey,black,0.1699,None
0.0,0.1429,0.0,0.0,grey,black,0.1002,None
0.0,0.2857,0.0,0.0,grey,black,0.0033,None
0.0,0.381,0.5,0.0,grey,black,0.0641,None
0.0,0.2857,0.0,0.0,grey,black,0.0083,None
0.0,0.2857,0.0,0.0,grey,black,0.0632,None
0.0,0.2857,0.25,0.0,grey,white,0.0299,None
0.0,0.2857,0.0,0.0,grey,black,0.0033,None
0.0,0.2857,0.0,0.0,grey,black,0.0017,None
0.0,0.2857,0.0,0.0,grey,black,0.0017,None
0.0,0.2857,0.0,0.0,grey,black,0.0017,None
0.0,0.2857,0.0,0.0,grey,black,0.1129,None
0.0,0.2857,0.0,0.0,grey,black,0.0994,None
0.0,0.2857,0.0,0.0,grey,black,0.1503,None
0.0,0.2857,0.0,0.0,grey,black,0.0244,None
0.0,0.2857,0.0,0.0,grey,black,0.0253,None
0.0,0.2857,0.0,0.0,grey,black,0.1002,None
0.0,0.381,0.5,0.0,grey,black,0.0795,None
0.0,0.2857,0.0,0.0,grey,black,0.0028,None
0.0,0.2857,0.0,0.0,grey,black,0.0279,None
0.0,0.5714,0.25,0.0,white,black,0.0252,None
0.0,0.381,0.5,0.0,grey,black,0.1129,None
0.0,0.2857,0.0,0.0,grey,black,0.0239,None
0.0,0.2857,0.0,0.0,grey,black,0.0,None
0.0,0.2857,0.0,0.0,grey,black,0.0786,None
0.0,0.5,0.0,0.0,grey,black,0.0018,None
0.0,0.1429,0.0,0.0,grey,black,0.0204,None
0.0,0.2857,0.0,0.0,grey,black,0.0033,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.25,0.0,white,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,white,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,1.0,grey,black,1.0,None
0.0,0.5,0.0,1.0,white,black,1.0,None
0.0,0.5,0.0,1.0,white,black,1.0,None
0.0,0.5,0.0,1.0,white,black,1.0,None
0.0,0.5,0.25,1.0,grey,black,1.0,None
0.0,0.5,0.25,1.0,grey,black,1.0,None
0.0,0.5,0.0,1.0,grey,black,1.0,None
0.0,0.5,0.0,1.0,grey,black,1.0,None
0.0,0.5,0.0,1.0,grey,black,1.0,None
0.0,0.5,0.0,1.0,grey,black,1.0,None
0.0,1.0,0.0,1.0,grey,black,1.0,None
0.0,0.5,0.0,1.0,grey,black,1.0,None
0.0,0.5,0.0,1.0,white,black,1.0,None
0.0,0.5,0.25,1.0,grey,black,1.0,None
0.0,0.5,0.0,1.0,grey,black,1.0,None
0.0,0.6,0.0,1.0,grey,black,1.0,None
0.0,0.6333,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.6667,0.25,0.0,white,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,1.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.6,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.25,0.0,grey,black,1.0,None
0.0,0.7,0.0,0.0,white,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,1.0,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,green,1.0,None
0.0,0.5909,0.25,0.0,grey,white,0.4018,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.2857,0.0,0.0,grey,black,0.0632,None
0.0,0.4,0.0,1.0,grey,black,1.0,None
0.0,0.4,0.0,1.0,grey,black,1.0,None
0.0,0.2857,0.0,0.0,grey,black,0.0228,None
0.0,0.2857,0.0,0.0,grey,black,0.0017,None
0.0,0.2857,0.0,0.0,grey,black,0.0994,None
0.0,0.381,0.5,0.0,grey,black,0.0017,None
0.0,0.1429,0.0,0.0,grey,black,0.0162,None
0.0,0.2857,0.0,0.0,grey,black,0.0036,None
0.0,0.2857,0.0,0.0,grey,black,0.0028,None
0.0,0.2857,0.0,0.0,grey,black,0.0017,None
0.0,0.1429,0.0,0.0,grey,black,0.0112,None
0.0,0.2857,0.0,0.0,grey,black,0.024,None
0.0,0.2857,0.0,0.0,grey,black,0.0786,None
0.0,0.2857,0.0,0.0,grey,black,0.0632,None
0.0,0.1429,0.0,0.0,grey,black,0.0149,None
0.0,0.2857,1.0,0.0,grey,black,0.1787,None
0.0,0.2857,0.0,0.0,grey,black,0.0786,None
0.0,0.2857,0.0,0.0,grey,black,0.0028,None
0.0,0.2857,0.25,0.0,grey,black,0.0477,None
0.0,0.2857,0.0,0.0,grey,black,0.0033,None
0.0,0.1429,0.0,0.0,grey,black,0.1002,None
0.0,0.2857,0.0,0.0,grey,black,0.1129,None
0.0,0.2857,0.0,0.0,grey,black,0.0632,None
0.0,0.2857,0.0,0.0,grey,black,0.0028,None
0.0,0.1429,0.0,0.0,grey,black,0.1002,None
0.0,0.2857,0.0,0.0,grey,black,0.0,None
0.0,0.381,0.5,0.0,grey,black,0.0795,None
0.0,0.381,0.5,0.0,grey,black,0.0786,None
0.0,0.2857,0.0,0.0,grey,black,0.0786,None
0.0,0.1429,0.0,0.0,grey,black,0.0157,None
0.0,0.2857,0.0,0.0,grey,black,0.1569,None
0.0,0.2857,0.0,0.0,grey,black,0.0786,None
0.0,0.1429,0.0,0.0,grey,black,0.1002,None
0.0,0.5,0.25,1.0,grey,black,1.0,None
0.0,0.2857,0.0,0.0,grey,black,0.0017,None
0.0,0.381,0.5,0.0,grey,black,0.0028,None
0.0,0.5,0.25,1.0,white,black,1.0,None
0.0,0.5,1.0,1.0,white,black,1.0,None
0.0,0.0,0.0,1.0,grey,black,1.0,None
0.0,0.2857,0.25,0.0,grey,black,0.0098,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.25,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.25,0.0,grey,white,1.0,None
0.0,0.2857,0.0,0.0,grey,black,0.0239,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.7,0.0,0.0,white,black,1.0,None
0.0,0.5,0.25,0.0,white,green,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,white,1.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.4286,0.0,1.0,grey,black,0.0641,None
0.0,0.2857,0.0,0.0,grey,black,0.0,None
0.0,0.5,0.0,0.0,grey,black,1.0,None
0.0,0.5,0.0,0.0,grey,black,0.0409,None
0.0,0.5,0.0,0.0,grey,green,0.0022,None
0.0,0.5,0.0,0.0,grey,black,0.0088,None
0.0,0.2105,0.0,1.0,grey,black,0.002,None
0.0,0.2105,0.0,1.0,grey,black,0.0655,None
0.0,0.2105,0.0,1.0,white,black,0.0318,None
0.0,0.2105,0.25,1.0,grey,black,0.0475,None
0.0,0.2105,0.25,1.0,grey,black,0.0475,None
0.0,0.2105,0.0,0.0,grey,black,0.0724,None
0.0,0.2105,0.0,0.0,grey,black,0.115,None
0.0,0.2105,0.0,0.0,grey,black,0.0687,None
0.0,0.2105,0.0,0.0,grey,black,0.0264,None
0.0,0.2105,0.0,0.0,grey,black,0.053,None
0.0,0.2105,0.0,0.0,grey,black,0.0445,None
0.0,0.2105,0.25,0.0,grey,black,0.0117,None
0.0,0.2105,0.0,0.0,grey,black,0.0332,None
0.0,0.2105,0.0,0.0,grey,black,0.0396,None
0.0,0.2105,0.0,1.0,grey,black,0.002,None
0.0,0.2105,0.0,0.0,grey,black,0.0383,None
0.0,0.2105,0.0,0.0,grey,black,0.003,None
0.0,0.2105,0.0,0.0,grey,black,0.0053,None
0.0,1.0,0.0,0.0,grey,black,0.053,None
0.0,1.0,0.0,0.0,grey,black,0.083,None
0.0,0.2105,0.0,0.0,grey,black,0.053,None
0.0,0.2105,0.0,0.0,grey,black,0.0519,None
0.0,0.2105,0.0,0.0,grey,black,0.0243,None
0.0,0.2105,0.25,0.0,white,black,0.0869,None
0.0,0.2105,0.0,0.0,grey,black,0.003,None
0.0,0.2105,0.0,0.0,grey,black,0.032,None
0.0,0.2105,0.0,0.0,grey,black,0.0257,None
0.0,0.2105,0.0,0.0,grey,black,0.0445,None
0.0,0.2105,0.0,0.0,grey,black,0.0391,None
0.0,0.2105,0.25,1.0,grey,white,0.0654,None
0.0,0.2105,0.0,0.0,grey,black,0.0,None
0.0,0.0526,0.0,1.0,grey,black,0.0498,None
0.0,0.2105,0.0,1.0,grey,black,0.1067,None
0.0,0.2105,0.0,1.0,grey,black,0.002,None
0.0,0.2105,1.0,1.0,white,black,0.045,None
0.0,0.2105,0.0,1.0,white,black,0.0296,None
0.0,0.2105,0.25,1.0,grey,black,0.0495,None
0.0,0.4211,0.0,1.0,grey,black,0.0464,None
0.0,0.0526,0.0,1.0,grey,black,0.0821,None
0.0,0.2105,0.0,1.0,white,black,0.0229,None
0.0,0.2105,0.25,1.0,grey,black,0.013999999999999999,None
0.0,0.2105,0.0,1.0,grey,black,0.0675,None
0.0,0.2105,0.0,1.0,grey,black,0.002,None
1.0,0.2105,0.0,1.0,grey,black,0.0026,None
0.0,0.2105,0.25,1.0,grey,white,0.0926,None
0.0,0.2105,0.0,1.0,grey,black,0.0655,None
0.0,0.0526,0.0,1.0,grey,black,0.078,None
0.0,0.2105,0.25,1.0,grey,black,0.0172,None
0.0,0.2105,0.0,1.0,grey,black,0.002,None
0.0,0.2105,0.0,1.0,white,black,0.0242,None
0.0,0.2105,0.0,1.0,white,black,0.0221,None
0.0,0.0526,0.0,1.0,grey,black,0.0571,None
0.0,0.2105,0.25,1.0,grey,black,0.0506,None
0.0,0.0526,0.0,1.0,grey,black,0.0714,None
0.0,0.3684,0.0,1.0,grey,black,0.0474,None
0.0,0.2105,0.25,1.0,white,black,0.08,None
0.0,0.2105,1.0,1.0,white,black,0.0519,None
0.0,0.0,1.0,1.0,white,grey,0.0482,None
0.0,0.2105,0.0,1.0,white,black,0.0275,None
0.0,0.2105,0.0,1.0,grey,black,0.0256,None
0.0,0.2105,0.0,1.0,grey,black,0.0236,None
0.0,0.2105,0.0,1.0,grey,black,0.0219,None
0.0,0.2105,0.0,1.0,grey,black,0.0278,None
0.0,1.0,0.0,1.0,grey,black,0.0471,None
0.0,0.2105,0.25,1.0,grey,black,0.0111,None
0.0,0.2105,0.0,1.0,grey,black,0.0655,None
0.0,0.0526,0.0,1.0,grey,black,0.0267,None
0.0,0.2105,0.25,1.0,grey,black,0.0203,None
0.0,0.2105,0.0,0.0,white,black,0.0406,None
0.0,0.2105,0.0,0.0,grey,black,0.0449,None
0.0,0.2105,0.0,0.0,grey,black,0.0005,None
0.0,0.2105,0.0,0.0,grey,green,0.0361,None
0.0,0.2105,0.0,0.0,grey,black,0.0029,None
0.0,1.0,0.0,0.0,grey,black,0.0469,None
0.0,0.2105,0.0,0.0,grey,black,0.0231,None
0.0,0.2105,0.0,0.0,grey,black,0.0496,None
0.0,0.2105,0.0,0.0,grey,black,0.0005,None
0.0,0.2105,0.0,0.0,grey,black,0.0005,None
0.0,0.2105,0.0,0.0,grey,black,0.1116,None
0.0,0.2105,0.0,0.0,grey,black,0.0005,None
0.0,1.0,0.0,0.0,grey,black,0.0491,None
0.0,0.2105,0.0,0.0,grey,black,0.0364,None
0.0,0.2105,0.0,0.0,grey,black,0.0035,None
0.0,0.2105,0.0,0.0,grey,black,0.0293,None
0.0,0.2105,0.0,0.0,grey,black,0.0,None
0.0,0.2105,0.0,0.0,grey,black,0.0005,None
0.0,0.2105,0.0,0.0,grey,black,0.0035,None
0.0,0.2105,0.0,0.0,grey,black,0.0405,None
0.0,0.2105,0.0,0.0,grey,black,0.0454,None
0.0,0.2105,0.0,0.0,grey,black,0.0021,None
0.0,0.2105,0.0,0.0,grey,black,0.0224,None
0.0,0.2105,0.0,0.0,grey,black,0.0567,None
0.0,0.2105,0.0,0.0,grey,black,0.0493,None
0.0,0.2105,0.0,0.0,grey,black,1.0,None
0.0,0.2105,0.0,0.0,grey,black,0.0322,None
0.0,0.2105,0.0,0.0,grey,black,0.0299,None
0.0,0.2105,0.0,0.0,grey,black,0.0482,None
0.0,0.2105,0.0,0.0,grey,black,0.1059,None
0.0,0.2105,0.0,0.0,grey,black,0.0005,None
0.0,0.2105,0.0,1.0,grey,black,0.0031,None
0.0,0.2105,0.0,0.0,grey,black,0.0029,None
0.0,0.2105,0.0,0.0,grey,black,0.049,None
0.0,0.2105,0.25,1.0,grey,white,0.0839,None
0.0,0.2105,0.25,1.0,grey,black,0.0115,None
0.0,0.2105,0.0,1.0,grey,black,0.1124,None
0.0,0.2105,0.0,1.0,grey,black,0.0205,None
0.0,0.2105,0.25,1.0,grey,white,0.0223,None
0.0,0.2105,0.0,0.0,grey,black,0.1203,None
0.0,0.2105,0.0,0.0,grey,black,0.049,None
0.0,0.2105,0.0,0.0,grey,black,0.0445,None
0.0,0.2105,0.0,0.0,grey,black,0.0026,None
0.0,0.2105,0.0,0.0,grey,black,0.003,None
0.0,0.2105,0.0,0.0,grey,black,0.0391,None
0.0,0.2105,0.0,0.0,grey,black,0.0587,None
0.0,0.2105,0.0,0.0,grey,black,0.0,None
0.0,0.2105,0.0,0.0,grey,black,0.0223,None
0.0,0.2105,0.0,0.0,grey,black,0.0,None
0.0,0.2105,0.0,0.0,grey,black,0.037000000000000005,None
0.0,0.2105,0.25,1.0,grey,black,0.0474,None
0.0,0.2105,0.0,1.0,white,black,0.0373,None
0.0,0.2105,0.0,1.0,grey,black,0.0283,None
0.0,0.2105,0.0,0.0,grey,black,0.0279,None
0.0,0.2105,0.0,0.0,grey,black,0.0005,None
0.0,0.2105,0.0,0.0,grey,black,0.0405,None
0.0,0.2105,0.0,0.0,grey,black,0.1059,None
0.0,0.5263,0.25,0.0,white,black,0.0339,None
0.0,0.2105,0.25,0.0,white,green,0.0778,None
0.0,0.2105,0.0,0.0,grey,black,0.0093,None
0.0,0.2105,0.0,0.0,grey,black,0.0026,None
0.0,1.0,0.0,0.0,grey,black,0.0808,None
0.0,0.2105,0.0,0.0,grey,black,0.0295,None
0.0,0.2105,0.25,0.0,grey,black,0.0077,None
0.0,0.5263,0.0,0.0,white,black,0.054000000000000006,None
0.0,0.2105,0.0,0.0,grey,black,0.1231,None
0.0,0.2105,0.0,1.0,white,black,0.0257,None
0.0,0.2105,0.25,1.0,grey,black,0.0109,None
0.0,0.2105,0.0,0.0,grey,black,0.0071,None
0.0,0.2105,0.0,0.0,grey,black,0.1469,None
0.0,0.2105,0.0,0.0,grey,black,0.0423,None
0.0,0.2105,0.0,0.0,grey,black,0.0736,None
0.0,0.2105,0.0,0.0,grey,black,0.0218,None
0.0,0.2105,0.0,0.0,grey,green,0.0424,None
0.0,0.2105,0.0,0.0,grey,black,0.0414,None
0.0,0.2105,0.0,0.0,grey,black,0.048,None
0.0,0.2105,0.0,0.0,grey,black,0.0423,None
0.0,0.5263,0.0,0.0,white,black,0.057999999999999996,None
0.0,0.2105,0.0,0.0,grey,black,0.0401,None
0.0,0.2105,0.0,0.0,grey,black,0.0373,None
0.0,0.2105,0.0,0.0,grey,black,0.0027,None
0.0,0.2105,0.0,0.0,grey,black,0.1607,None
0.0,0.2105,0.0,0.0,grey,black,0.0027,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,0.0,grey,white,0.0,None
0.0,0.2105,0.0,0.0,grey,black,0.0282,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,0.0,grey,black,0.0055,None
0.0,0.2105,0.0,0.0,grey,white,0.0,None
0.0,0.2105,0.0,0.0,grey,black,0.057,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,0.0,grey,white,0.0687,None
0.0,0.4211,0.0,0.0,grey,black,0.0678,None
0.0,0.2105,0.0,0.0,grey,white,0.0289,None
0.0,0.2105,0.0,0.0,grey,black,0.0027,None
0.0,0.2105,0.0,0.0,grey,black,0.0478,None
0.0,0.2105,0.0,0.0,grey,black,0.057,None
0.0,0.2105,0.0,0.0,grey,black,0.0364,None
0.0,0.2105,0.0,0.0,grey,black,0.0082,None
0.0,0.2105,0.0,0.0,grey,black,0.0267,None
0.0,0.2105,0.0,0.0,grey,black,0.0668,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,1.0,grey,black,0.1514,None
0.0,0.2105,0.25,1.0,grey,white,0.0857,None
0.0,0.2105,0.0,1.0,grey,white,0.048,None
0.0,0.0526,0.0,1.0,grey,black,0.035,None
0.0,0.2105,0.25,1.0,grey,black,0.0168,None
0.0,0.2105,0.0,1.0,white,black,0.0303,None
0.0,0.2105,1.0,1.0,white,black,0.0522,None
0.0,0.2105,0.25,1.0,grey,white,0.0988,None
1.0,0.2105,0.0,1.0,grey,black,0.0027,None
0.0,0.2105,0.0,1.0,white,black,0.035,None
1.0,0.2105,0.0,1.0,grey,black,0.0027,None
0.0,0.2105,0.25,1.0,grey,black,0.0534,None
0.0,0.4211,0.0,1.0,grey,black,0.0665,None
0.0,0.0526,0.0,1.0,grey,black,0.0812,None
0.0,0.2105,0.0,0.0,grey,black,0.028999999999999998,None
0.0,0.2105,0.0,1.0,white,black,0.0265,None
0.0,0.2105,0.0,1.0,grey,black,0.0668,None
0.0,0.2105,0.25,1.0,grey,white,0.0567,None
0.0,0.0526,0.0,1.0,grey,black,0.0555,None
0.0,0.0526,0.0,1.0,grey,black,0.0335,None
0.0,0.2105,0.25,1.0,grey,black,0.0267,None
1.0,0.2105,0.0,1.0,grey,black,0.0027,None
0.0,0.2105,0.25,1.0,grey,black,0.0162,None
0.0,0.0526,0.0,1.0,grey,black,0.0439,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,0.0,grey,black,0.033,None
0.0,0.4737,0.25,0.0,white,black,0.0448,None
0.0,0.2105,0.0,0.0,grey,black,0.0625,None
0.0,0.2105,0.0,0.0,white,black,0.0474,None
0.0,0.2105,0.0,0.0,grey,black,0.0241,None
0.0,0.2105,0.25,1.0,grey,black,0.0201,None
0.0,0.2105,0.0,1.0,grey,black,0.002,None
0.0,1.0,0.0,0.0,grey,black,0.0883,None
0.0,0.2105,0.0,0.0,grey,black,0.0526,None
0.0,0.2105,0.0,0.0,grey,black,0.048,None
0.0,0.2105,0.0,0.0,grey,black,0.0252,None
0.0,0.2105,0.0,0.0,grey,white,0.0,None
0.0,0.2105,0.0,0.0,grey,black,0.0348,None
0.0,0.2105,0.0,0.0,grey,black,0.0307,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,0.0,grey,black,0.036000000000000004,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,0.0,grey,black,0.0286,None
0.0,0.2105,0.25,0.0,grey,white,0.0286,None
0.0,0.2105,0.0,0.0,grey,black,0.0478,None
0.0,0.2105,0.0,0.0,grey,black,0.0678,None
0.0,0.2105,1.0,0.0,grey,black,0.1658,None
0.0,0.2105,0.0,0.0,grey,black,0.0075,None
0.0,0.2105,0.0,0.0,grey,black,0.0591,None
0.0,0.2105,0.25,0.0,grey,black,0.0134,None
0.0,0.2105,0.0,0.0,grey,black,0.0554,None
0.0,0.2105,0.0,0.0,grey,black,0.0362,None
0.0,0.2105,0.0,0.0,grey,black,0.0027,None
0.0,0.2105,0.0,0.0,grey,black,0.0027,None
0.0,0.2105,0.0,0.0,grey,black,0.0445,None
0.0,0.2105,0.0,0.0,grey,black,0.0021,None
0.0,0.2105,0.0,0.0,grey,black,0.0021,None
0.0,0.2105,0.0,1.0,grey,black,0.124,None
0.0,0.2105,0.0,1.0,grey,black,0.0667,None
0.0,0.0526,0.0,1.0,grey,black,0.038,None
0.0,0.2105,1.0,1.0,white,black,0.0357,None
0.0,0.2105,0.0,1.0,grey,white,0.0405,None
0.0,0.0526,0.0,1.0,grey,black,0.0285,None
0.0,0.2105,0.0,0.0,grey,black,0.1573,None
0.0,0.2105,0.0,0.0,grey,white,0.0,None
0.0,0.2105,0.0,0.0,grey,black,0.0071,None
0.0,1.0,0.0,0.0,grey,black,0.0491,None
0.0,0.2105,0.0,0.0,grey,black,0.048,None
0.0,0.2105,0.0,0.0,grey,black,0.0027,None
0.0,0.2105,0.25,0.0,white,green,0.0625,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,0.0,grey,black,0.0364,None
0.0,0.2105,0.0,0.0,grey,white,0.0,None
0.0,0.2105,0.0,0.0,grey,black,0.1469,None
0.0,0.2105,0.0,0.0,grey,black,0.1514,None
0.0,0.2105,0.0,0.0,grey,black,0.0601,None
0.0,0.2105,0.0,0.0,grey,black,0.038,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,0.0,grey,white,0.0,None
0.0,0.2105,0.0,0.0,grey,black,0.0071,None
0.0,0.2105,0.0,0.0,grey,black,0.0354,None
0.0,0.2105,0.25,0.0,white,black,0.0686,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,0.0,grey,black,0.0267,None
0.0,0.2105,0.0,0.0,grey,white,0.0,None
0.0,0.2105,0.0,0.0,grey,black,0.028999999999999998,None
0.0,0.2105,0.0,0.0,grey,black,0.0516,None
0.0,0.2105,0.0,0.0,grey,black,0.0165,None
0.0,0.2105,0.0,0.0,grey,black,0.0684,None
0.0,0.2105,0.0,0.0,grey,black,0.0884,None
0.0,0.2105,0.0,0.0,grey,black,0.0813,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,0.0,grey,black,0.0529,None
0.0,0.5263,0.0,0.0,white,black,0.0505,None
0.0,0.2105,0.0,0.0,grey,black,0.0032,None
0.0,0.2105,0.0,0.0,grey,black,0.0217,None
0.0,0.2105,0.0,0.0,grey,black,0.1607,None
0.0,0.2105,0.0,0.0,grey,black,0.048,None
0.0,0.1429,0.0,0.0,grey,black,0.0254,None
0.0,0.2105,0.0,0.0,grey,white,0.0464,None
0.0,0.2105,0.0,0.0,grey,black,0.0249,None
0.0,0.2857,0.0,1.0,grey,black,0.0032,None
0.0,0.1429,0.0,1.0,grey,black,0.0038,None
